id|corregimientos_id|name
2686|145|Cerro Visita Flor o Millidubiti
2687|407|Cerro Yuca
2688|133|Cerro Yuca
2689|145|Cerro Zorra o Cudobidi
2690|201|Chacarero
2691|273|Chado
2692|323|Chalapa
2693|323|Chalapita
2694|414|Chalite
2695|277|Chalite
2696|500|Chame
2697|350|Chame
2698|40|Champiocito o Campeoncito
2699|40|Champion
2700|308|Chanati
2701|410|Chanati
2702|308|Chanaticito
2703|239|ChAncóna
2704|506|Changuina
2705|507|Changuina
2706|351|Changuinola
2707|315|Changuinola Arriba
2708|255|Changuinola Arriba
2709|461|Chapala
2710|505|Chapala
2711|508|Chapera
2712|401|Chara
2713|351|Charagre
2714|345|Charagre
2715|426|Charare
2716|2|Charco
2717|153|Charco Azul
2718|244|Charco Azul
2719|207|Charco Azul
2720|160|Charco de La Cruz
2721|14|Charco de Peje
2722|337|Charco Dulce
2723|82|Charco El Lagarto o El Lagarto
2724|146|Charco Hacha
2725|315|Charco La Pava No.2
2726|90|Charco Mero
2727|406|Charco Negro
2728|509|Charco Negro
2729|343|Charco Panamá
2730|141|Charco Pescao
2731|173|Charco Redondo
2732|41|Charco Rico
2733|171|Charcon
2734|195|Charcon
2735|115|Charcon o El Charcon
2736|47|Charcón Tigrón
2737|353|Charrasleo
2738|253|Chati de Sinai
2739|171|Chelele
2740|82|Chelele
2741|226|Chelele
2742|82|Chelele Arriba
2743|278|Chelele de Lovaina
2744|134|Chelesito
2745|51|Chepigana
2746|510|Chepillo
2747|216|Chepo
2748|127|Chepo
2749|132|Chepo
2750|37|Chiati Arriba o Quebrada Macho
2751|68|Chibra
2752|160|Chibrital
2753|329|Chicá
2754|100|Chicagua
2755|216|Chichebre
2756|187|Chichibali
2757|266|Chichibali
2758|105|Chichica
2759|110|Chichica
2760|133|Chichica
2761|118|Chichica
2762|130|Chichica
2763|242|Chichica
2764|174|Chichical
2765|289|Chichical
2766|330|Chichical
2767|150|Chichical
2768|6|Chichirdupu
2769|501|Chigore
2770|205|Chiguirí Abajo
2771|384|Chiguirí Arriba
2772|384|Chiguirí Centro
2773|115|Chilar
2774|195|Chilar
2775|330|Chilibre
2776|124|Chilibre
2777|23|Chilibre Centro
2778|58|Chilibre Centro
2779|90|Chimán
2780|282|Chimánillo
2781|405|Chimborazo
2782|47|Chimborazo
2783|101|Chinilla
2784|71|Chinilla
2785|311|Chiquero
2786|387|Chiriquí
2787|1|Chiriquí Grande
2788|403|Chiriquí Viejo
2789|184|Chiriquícito
2790|184|Chiriquícito Abajo
2791|354|Chiriquícito No.2
2792|1|Chiriquícito No.2
2793|354|Chiriquícito o SOláte
2794|1|Chiriquícito o SOláte
2795|61|Chirivital
2796|462|Chirva
2797|434|Chisna
2798|282|ChitOlá
2799|299|Chitra
2800|511|Chitré
2801|5|Chitrita
2802|277|Chivori Chico
2803|277|Chivori Grande
2804|247|Chivote
2805|89|Chochori
2806|37|ChocOlátal
2807|143|Chorcha
2808|387|Chorcha Abajo
2809|387|Chorchita
2810|136|Chorchita
2811|143|Chorchita Arriba
2812|136|Chorchita Arriba
2813|39|Choroca
2814|32|Chorrerita
2815|107|Chorrerita
2816|205|Chorrerita
2817|385|Chorrerita
2818|9|Chorrerita
2819|108|Chorrerita No. 1
2820|108|Chorrerita No. 2
2821|94|Chorrerita o Monte Lirio
2822|76|Chorrillito
2823|150|Chorrillito
2824|76|Chorrillo
2825|275|Chorrillo
2826|101|Chorrillo
2827|122|Chorro
2828|110|Chorro de Aguila
2829|130|Chorro de Aguila
2830|359|Chuchupate
2831|48|Chucunaque
2832|410|Chuleti
2833|212|Chulunganti
2834|512|Chumajal
2835|82|Chumbulun
2836|513|Chumical
2837|514|Chumical
2838|141|Chumical
2839|435|Chumical
2840|108|Chumical
2841|449|Chumical
2842|484|Chumical
2843|515|Chumical
2844|186|Chumical o El Chumical
2845|15|Chumico Redondo
2846|218|Chumicosa
2847|349|Chumicosa
2848|415|Chumicoso
2849|419|Chumurucuate
2850|410|Chumurucuate
2851|344|Chungal
2852|516|Chupá o La Meseta
2853|516|Chupaito
2854|481|Chupampa
2855|327|Chupanuno
2856|11|Chuperti
2857|122|Chuperti
2858|425|Chupsco
2859|496|Churube Abajo
2860|496|Churube Arriba
2861|409|Churuco
2862|122|Churupaquete
2863|107|Churuquita Chiquita
2864|107|Churuquita Grande
2865|160|Chutra
2866|61|Chutra
2867|48|Chutra
2868|133|Chuzo o Pedregoso
2869|338|Cianca
2870|517|Cicuaro
2871|230|Cielo Paraíso
2872|218|Cienaga Larga
2873|512|Cienaga Larga
2874|518|Cienaga Larga
2875|218|Cienaga Redonda o El Espino
2876|272|Cienaga Vieja
2877|85|Ciénega
2878|70|Cienega Mono
2879|519|Cieneguita
2880|154|Cigüa
2881|145|Ciguridirete
2882|228|Cilico Creek
2883|249|Cilico Creek
2884|70|Cima de Cerro Venado
2885|161|Cimarron
2886|75|Cimarron
2887|150|Cinco Cerros o Los Cerritos
2888|145|Ciorote
2889|674|Cirbulaco
2890|85|Ciri
2891|85|Ciri Arriba
2892|220|Ciri de Los Sotos
2893|279|Ciri Grande
2894|87|Ciri Grande
2895|87|Ciri Grande Arriba
2896|275|Ciricito
2897|101|Ciricito
2898|279|Ciricito Abajo
2899|220|Ciricito Arriba
2900|279|Ciricito Arriba
2901|87|Ciricito Arriba No. 1
2902|279|Ciricito Arriba No.1
2903|87|Ciricito Arriba No.2
2904|152|Cirira
2905|229|Ciruelar Abajo
2906|229|Ciruelar Arriba
2907|229|Ciruelar Centro
2908|408|Ciruelito
2909|520|Ciruelito
2910|391|Citate
2911|101|Ciudad Arco Iris
2912|505|Ciudad del Futuro
2913|58|Ciudad El Amanecer
2914|363|Ciudad Jardin Las Mañanitas
2915|263|Ciudad Santa Fe
2916|521|Ciudad Vacamonte
2917|522|Claridad
2918|41|Clarita
2919|66|Clarita
2920|66|Clarita Abajo
2921|66|Clarita Centro
2922|23|Clayton
2923|271|Cleate
2924|152|Cleate
2925|438|Clemencia
2926|301|Clerote
2927|523|Cobachon
2928|524|Cobachón
2929|281|Coca COlá
2930|110|Cocaleca
2931|524|Cocalila
2932|273|Cocalito
2933|479|Cochea
2934|525|Cochea
2935|270|Cochea Abajo
2936|270|Cochea Arriba
2937|206|Cochigro
2938|441|Coclé
2939|208|Coclé del Norte
2940|414|Coclésito
2941|177|Coclésito
2942|228|Coclésito
2943|386|Coclitas
2944|526|Coco Solo
2945|384|Cocobari
2946|660|Cocobo
2947|292|Cocobo
2948|517|Cocobo Abajo
2949|365|CocobOlás
2950|51|Cocobolo
2951|247|Cocoitubide
2952|251|Cocoli
2953|172|Cocuyal
2954|88|Cocuyal
2955|141|Cocuyal Nº2
2956|299|Cocuye
2957|524|Cocuyo
2958|338|Cocuyo
2959|269|Coetupu o Isla Venado
2960|158|Cogle o Cogla
2961|524|Cogollales
2962|407|Cogollo
2963|407|Cogollo No.2
2964|118|Cogoyo
2965|527|Coiba
2966|464|Coiba
2967|403|Coibita
2968|305|Coibita
2969|176|Coibita
2970|245|Coibita o Nuevo San Carlitos
2971|271|Coingote o Río Bueno
2972|282|Cojito
2973|226|COládor
2974|528|COlán
2975|277|Colinas
2976|529|Colinas de Santa Cruz
2977|216|Colinas del Naranjal
2978|530|Colón
2979|374|Colón No. 1
2980|374|Colón No. 2
2981|41|Colónia Santeña
2982|293|Colorada Abajo
2983|524|Coloradito
2984|524|Colorado No.1
2985|524|Colorado No.2
2986|359|Colorado o Kilometro 32
2987|256|Colorado o Kilometro 32
2988|208|Colorao
2989|18|Comomudugue
2990|52|Comuguatate
2991|355|Comun
2992|234|Común
2993|271|Comunidad Caracol
2994|149|Comunidad de Alto Oriente
2995|271|Comunidad de Kute o Quite
2996|58|Comunidad Embera o Dos Sesenta
2997|158|Comunidad Humilde
2998|159|Comunidad Humilde
2999|18|Comunidad Trotman
3000|312|Comunidad Tugri
3001|104|Conaca
3002|481|Conaca o El Zueco
3003|171|Concepción
3004|409|Condote
3005|131|Conejito
3006|172|Congal
3007|207|Congo
3008|228|Conpe o Con Fe
3009|508|Contadora
3010|346|Conventillo
3011|254|Copal
3012|125|Copal
3013|385|Coquillal
3014|61|Coquillo
3015|519|Coquillo
3016|154|Coquillo Centro
3017|154|Coquillo de Uracillo
3018|216|Coquira
3019|425|Coquital
3020|80|Coquito Abajo
3021|305|Coralillo
3022|29|Coralillo
3023|247|Corari
3024|6|Corazon de Jesús o Akuanusatupu
3025|6|Corbiski
3026|74|Cordillera
3027|136|Cordillera
3028|74|Cordillera Arriba
3029|176|Corea o La Montaña
3030|308|Coredo
3031|48|Coredo
3032|328|Corita
3033|20|Corita de Los Perez
3034|236|Cornozuelo
3035|273|Coroba
3036|531|Corobo
3037|282|Coroboro
3038|451|Corocita Arriba
3039|356|Corocital
3040|234|Corocito
3041|130|Corocito
3042|95|Corona Abajo
3043|95|Corona Arriba
3044|318|Corona o Playa Corona
3045|278|Coronillos de Lovaina
3046|271|Coronte
3047|196|Corotú
3048|127|Corotú
3049|273|Corotú
3050|517|Corotú
3051|305|Corotú
3052|296|Corotú
3053|62|Corotú
3054|131|Corotú
3055|65|Corotú
3056|133|Corotú
3057|403|Corotú Civil
3058|39|Corotú La Unión
3059|298|Corotú o Puentes Los Ladrillos
3060|137|Corozal
3061|231|Corozal
3062|497|Corozal
3063|308|Corozal
3064|529|Corozal
3065|117|Corozal
3066|186|Corozal
3067|355|Corozal
3068|323|Corozal
3069|62|Corozal
3070|429|Corozal
3071|298|Corozal
3072|307|Corozal
3073|497|Corozal Abajo
3074|532|Corozal Abajo
3075|533|Corozal o Acua Chame
3076|122|Corozal o Corozales
3077|331|Corozales Afuera
3078|426|Corpus Christi Abajo
3079|426|Corpus Christi Arriba
3080|54|Corral de Piedra
3081|54|Corral de Venado
3082|393|Corral Viejo
3083|203|Corral Viejo
3084|517|Corralillo
3085|534|Correa
3086|535|Correa
3087|166|Correnton
3088|76|Correnton
3089|206|Corriente Grande
3090|148|Cortadera
3091|130|Cortadera
3092|200|Cortaderal
3093|209|Corte de Paja
3094|411|Cortitica
3095|15|Costa Arena
3096|494|Costa de Oro
3097|530|Costa Esmeralda
3098|124|Cotava Abajo
3099|124|Cotava Arriba
3100|423|Coteral
3101|190|Coteral
3102|536|Cotito
3103|256|Cotito
3104|256|Cotito N°2
3105|145|Cremante o Nirionte
3106|271|Cremantuvite
3107|131|Cristo Rey
3108|122|Cristo Viene o Canglón No.2 o El Porvenir
3109|101|Cristóbal
3110|145|Crodobiti
3111|52|Crodubi
3112|248|Cruce de Higuerón
3113|534|Cruce de Potuga
3114|174|Cruces
3115|504|Cruz de Macano
3116|86|Cuan Bay
3117|537|Cuango
3118|432|Cuango
3119|216|Cuarenta Bollos
3120|47|Cuarenta Bollos
3121|47|Cuarenta Bollos Adentro
3122|282|Cuarenta Pesos
3123|495|Cuarigonte o Quebrada Cacao
3124|208|Cuatro Calles
3125|208|Cuatro Callesitas
3126|380|Cuatro Caminos
3127|229|Cuay Abajo
3128|238|Cuay Arriba
3129|229|Cuay Arriba
3130|524|Cubales
3131|145|Cubate
3132|122|Cubital
3133|409|Cucaracha
3134|248|Cucaracha
3135|310|Cuchara o Las Yayas
3136|233|Cucharal
3137|323|Cuchilla
3138|438|Cuchillo
3139|281|Cuchirvo
3140|323|Cucua
3141|442|Cucula
3142|442|Cuculita
3143|308|Cucunatí
3144|234|Cucuria
3145|171|Cucuyo o Cuero de Macho
3146|48|Cucuzal
3147|475|Cueca
3148|119|Cuerna Vaca
3149|359|Cuervito Abajo
3150|359|Cuervito Arriba
3151|244|Cuesta de Novillos
3152|344|Cuesta de Novillos
3153|654|Cuesta de Piedra
3154|232|Cuesta Novillo
3155|169|Cueta
3156|425|Cugin
3157|301|Cuglugroy
3158|118|Cugori o Quebrada Caña
3159|52|Cugri
3160|171|Cuicho
3161|425|Cuinco o Sincho
3162|425|Cuiñ o Cuin
3163|275|Cuipo
3164|101|Cuipo
3165|228|Cuiracote
3166|145|Cuiragote
3167|152|Cuirate
3168|205|Cuiria o San Francisco
3169|61|Culebra
3170|255|Culebra
3171|216|Culebra Adentro
3172|216|Culebra Afuera
3173|538|Culebra o Boca de Culebra
3174|428|Cumbirilla
3175|247|Cumingote
3176|145|Cuorigote
3177|271|Curate
3178|41|Curti
3179|103|Curtí
3180|41|Curticito
3181|539|Curundú
3182|61|Cuteva
3183|177|Cuteva
3184|100|Cuteva Arriba
3185|61|Cutevilla
3186|61|Cutevilla Arriba
3187|61|Cutevita
3188|186|Cutubi
3189|235|Cuvibora
3190|6|Dain Ya o Isla Cueva de Lagarto
3191|79|Daipurú
3192|134|Dajao o Quebrada Dajao
3193|69|Dakles
3194|152|Damani
3195|301|Damani
3196|529|David
3197|19|Deborah
3198|263|Deripasa
3199|15|Desarrollo Santa Clara
3200|145|Desembocadura de Monuni
3201|527|Desembocadura de Quebrada Prieta
3202|402|Desembocadura de Ule
3203|524|Desplayao de Varadero
3204|362|Despues del Puente o Punta Salazar
3205|6|Diadup o Isla Pozo
3206|188|Diafra
3207|337|Diandi
3208|299|Diandi
3209|6|Diatupu o Isla Pozo o Cayos HOlándeses
3210|85|Diego
3211|24|Diego
3212|99|Diego
3213|85|Diego Arriba
3214|105|Diente de Cucaracha
3215|425|Diridi
3216|506|Divala
3217|44|Divisa
3218|39|Divisa
3219|540|Divisa
3220|284|Divisa
3221|331|Divisa
3222|483|Divisa
3223|541|Divisa
3224|243|Divote
3225|145|Divote
3226|425|Dlueyic o Druey
3227|17|Doble Ese o Finca Doble Ese
3228|301|Dobori
3229|145|Doboriboto
3230|52|Dobrode
3231|145|Dobrote
3232|253|Dodaque Puro o Ríolito
3233|152|Doguarigote
3234|134|Doguira
3235|173|Dolega
3236|479|Dolega
3237|145|Dolega
3238|205|Dominica
3239|135|Dominical
3240|668|Don Bosco
3241|47|Don Diego o San Judas Tadeo
3242|289|Don Juan
3243|305|Don Juan
3244|253|Don Julio
3245|61|Doña María
3246|145|Dorigudete
3247|152|Dorori
3248|220|Dos Aguas
3249|127|Dos Bocas
3250|435|Dos Bocas
3251|22|Dos Bocas
3252|67|Dos Bocas
3253|77|Dos Bocas
3254|111|Dos Bocas
3255|282|Dos Bocas
3256|307|Dos Bocas
3257|188|Dos Bocas
3258|17|Dos Bocas
3259|228|Dos Bocas
3260|447|Dos Bocas Abajo
3261|282|Dos Bocas Grandes
3262|447|Dos Bocas Grandes
3263|171|Dos Brazos
3264|216|Dos Brazos
3265|75|Dos Brazos del Esti
3266|162|Dos Caños
3267|162|Dos Caños Adentro
3268|22|Dos de Enero
3269|65|Dos Focas
3270|3|Dos Hermanas
3271|438|Dos Hermanas
3272|14|Dos Hermanas
3273|116|Dos Hermanas
3274|530|Dos Hermanas
3275|126|Dos Ríos
3276|514|Dos Ríos
3277|255|Dos Ríos
3278|514|Dos Ríos Arriba
3279|391|Drigari
3280|425|Drunaac o Piedra de Sal
3281|128|Dubari
3282|247|Dubute
3283|414|Dudori
3284|216|Duermisolo o Escobal
3285|425|Duerpsco
3286|128|Dugaguia
3287|4|Duima
3288|152|Duñuy o Quebrada Cayuco
3289|6|Dup Mattar
3290|152|Duru
3291|152|Dury o Norory
3292|171|Duvigio o El Corotú
3293|52|Econorigateo
3294|505|Eden de Arraiján
3295|301|Eimity
3296|16|El Tapao
3297|203|El Agu o Agudo
3298|22|El Agua
3299|390|El AGuacátal
3300|24|El AGuacáte
3301|394|El AGuacáte
3302|172|El Aguacate
3303|154|El AGuacáte
3304|290|El AGuacáte
3305|154|El Aguila
3306|204|El Aguila o El Palmar
3307|280|El Ahogado Centro
3308|32|El Aji
3309|406|El Aji
3310|154|El Aji
3311|349|El Ajico
3312|230|El Algarrobo
3313|219|El Algarrobo
3314|411|El Algarrobo
3315|239|El Algarrobo Nº1
3316|239|El Algarrobo Nº2
3317|542|El Algodon
3318|373|El Algodonal
3319|431|El Almacigo
3320|180|El Alto
3321|175|El Alto
3322|223|El Alto
3323|543|El Alto
3324|181|El Alto
3325|99|El Alto Alfaro
3326|43|El Alto de Capira
3327|222|El Alto de La Cruz
3328|32|El Alto de Santa Cruz
3329|321|El Alto del Caimito o San José Arriba
3330|176|El Alto Las Peñitas
3331|323|El Amarillo
3332|99|El Anguillal
3333|358|El Anon
3334|176|El António
3335|211|El Aposento
3336|176|El Aposento
3337|115|El Arbol
3338|365|El Arbolito
3339|376|El Arbolito
3340|470|El Arcabuz
3341|530|El Arenal
3342|19|El Arenal
3343|162|El Arenal
3344|141|El Aroma
3345|172|El Aroma
3346|192|El Aromillo
3347|81|El Aromo
3348|286|El Aromo
3349|198|El Aromo
3350|375|El Aromo
3351|473|El Arriero
3352|526|El Aserrio
3353|544|El Asomadero
3354|508|El Atolón
3355|210|El Ave María
3356|419|El Bacao
3357|410|El Bacao
3358|21|El Baco
3359|434|El Baco
3360|62|El Baco
3361|157|El Bajadero
3362|366|El Bajadero o Playa Arenal
3363|434|El Bajito
3364|137|El Bajo
3365|317|El Bajo
3366|180|El Bajo
3367|43|El Bajo
3368|83|El Bajo
3369|517|El Bajo
3370|322|El Bajo
3371|176|El Bajo
3372|429|El Bajo
3373|458|El Bajo
3374|213|El Bajo
3375|88|El Bajo
3376|98|El Bajo de La Pintada
3377|176|El Bajo del María
3378|317|El Bajo del Venado
3379|157|El Bal
3380|213|El Bale
3381|545|El Balillo
3382|509|El Balillo
3383|546|El Balita
3384|517|El Balita
3385|93|El Balita
3386|353|El Balita N°1
3387|353|El Balita N°2
3388|35|El Balneario
3389|327|El Balsal
3390|37|El Balsal
3391|292|El Balso
3392|435|El Balso
3393|386|El Balso
3394|517|El Balso
3395|187|El Balso
3396|45|El Banco
3397|96|El Banco
3398|381|El Banco
3399|29|El Banco
3400|478|El Banco
3401|478|El Banco de Palmira
3402|238|El Banquillo
3403|20|El Banquillo
3404|431|El Barberillo
3405|132|El Barniz
3406|96|El Barniz
3407|176|El Barniz
3408|76|El Barnizal
3409|343|El Barnizal
3410|96|El Baron
3411|196|El Barranco
3412|20|El Barrerillo
3413|341|El Barrerito
3414|306|El Barrero
3415|112|El Barrero
3416|137|El Barrero
3417|317|El Barrero
3418|230|El Barrero
3419|180|El Barrero
3420|210|El Barrero
3421|368|El Barrero
3422|512|El Barrero
3423|289|El Barrero
3424|141|El Barrero
3425|656|El Barrero
3426|95|El Barrero
3427|198|El Barrero
3428|547|El Barrero
3429|434|El Barrero
3430|517|El Barrero
3431|406|El Barrero
3432|154|El Barrero
3433|72|El Barrero
3434|229|El Barrero
3435|202|El Barrero
3436|99|El Barrero
3437|344|El Barrero
3438|388|El Barrero
3439|373|El Barrero
3440|436|El Barrero
3441|84|El Barrero
3442|428|El Barrero de Guzman
3443|176|El Barrero No. 2
3444|21|El Barrero No.1
3445|176|El Barrero No.1
3446|21|El Barrero No.2
3447|176|El Barrero Nº3
3448|107|El Barrero o Barrero
3449|172|El Barrero o Cabecera de Barreo
3450|317|El Barreto
3451|266|El Barrial
3452|93|El Barrigon
3453|137|El Barrito
3454|546|El Barrito
3455|373|El Barro
3456|172|El Barro
3457|259|El Barro
3458|26|El Barro o El Barrito
3459|410|El Basal
3460|171|El Bateal
3461|32|El Bateal
3462|62|El Bateal
3463|181|El Bebedero
3464|451|El Bebedero
3465|401|El Bebedero
3466|210|El Bejucal
3467|115|El Berraco
3468|548|El Bichal
3469|549|El Bicueco
3470|44|El Bijagual o Los Bijaguales
3471|550|El Bijao
3472|551|El Bijao
3473|518|El Bijao
3474|497|El Bijao o Corozal Arriba
3475|543|El Blandito
3476|350|El Bolo
3477|186|El Bolsico
3478|406|El Bolsico
3479|231|El Bongo
3480|552|El Bongo
3481|524|El Bongo
3482|553|El Bongo
3483|32|El Bongo
3484|330|El Bongo
3485|348|El Bongo
3486|60|El Bongo
3487|374|El Bongo
3488|392|El Bongo
3489|62|El Bongo
3490|154|El Bongo
3491|240|El Bongo
3492|72|El Bongo
3493|548|El Bongo
3494|554|El Bongo
3495|419|El Bongo
3496|410|El Bongo
3497|85|El Bongo del Cruce
3498|61|El Bongo Nº1
3499|465|El Bongon
3500|286|El Bonguito
3501|176|El Bonilla
3502|210|El Borriguero
3503|126|El Bosque
3504|473|El Bracito
3505|488|El Bravo
3506|116|El Brillante
3507|36|El Broquel
3508|91|El Brujo
3509|330|El Brujo
3510|282|El Bufeo
3511|549|El Bufo
3512|95|El Buho
3513|88|El Buho
3514|68|El Bujo o El Buho
3515|341|El Burral
3516|437|El Burro
3517|457|El Burro
3518|160|El Cabima
3519|22|El Cabima
3520|180|El Cabimo
3521|115|El Cabimo
3522|344|El Cabimo
3523|544|El Cacaito
3524|555|El Cacaito
3525|342|El Cacao
3526|194|El Cacao
3527|127|El Cacao
3528|479|El Cacao
3529|87|El Cacao
3530|524|El Cacao
3531|44|El Cacao
3532|223|El Cacao
3533|330|El Cacao
3534|295|El Cacao
3535|542|El Cacao
3536|176|El Cacao
3537|180|El Cacique
3538|348|El Cacique
3539|76|El Cacique
3540|239|El Cacique
3541|73|El Caimito
3542|219|El Caimito
3543|32|El Caimito
3544|95|El Caimito
3545|198|El Caimito
3546|38|El Caimito
3547|226|El Caimito
3548|9|El Caimito
3549|72|El Caimito
3550|290|El Caimito
3551|306|El Cajon
3552|115|El Cajon
3553|289|El Cajon de Los Quinteros
3554|96|El Cajon o Cajon
3555|553|El Calabacito
3556|462|El Calabacito
3557|187|El Calabacito
3558|150|El Calabacito
3559|68|El Calabazo
3560|452|El Calabazo
3561|209|El Calabazo
3562|76|El Calabazo
3563|62|El Calabazo
3564|274|El Calabazo
3565|368|El Calixto o Los Juarez
3566|290|El Calixtro
3567|170|El Calle
3568|317|El Calvario
3569|390|El Calvario
3570|224|El Calvario
3571|85|El Calvario
3572|266|El Calvario
3573|244|El Camarón
3574|504|El Camarón
3575|3|El Campamento
3576|356|El Campanillo
3577|154|El Campano
3578|391|El Canal
3579|262|El Canal
3580|177|El Canal
3581|391|El Canal No.2
3582|156|El Cangrejal
3583|104|El Cangrejal
3584|471|El Cangrejal
3585|124|El Cangrejal
3586|534|El Cangrejal
3587|342|El Cantaro
3588|250|El Cañafístulo
3589|528|El Cañafístulo
3590|179|El Cañafístulo
3591|72|El Cañafístulo
3592|127|El Cañafístulo
3593|132|El Cañafístulo
3594|556|El Cañafístulo o Las Garzas
3595|171|El Cañito
3596|265|El Cañito o Cerro Cañito
3597|496|El Caño
3598|205|El Caño de San Miguel
3599|66|El Caoba
3600|308|El Caoba
3601|282|El Caoba
3602|458|El Caoba
3603|159|El Capacho
3604|35|El Capacho
3605|72|El Capacho
3606|193|El Capacho
3607|389|El Capacho o La Valdesa
3608|250|El Capurí
3609|123|El Caracol
3610|179|El Caracucho
3611|197|El Caracucho
3612|394|El Caraño No.1
3613|550|El Carate
3614|443|El Caratillo
3615|186|El Carbon
3616|294|El Carbón
3617|171|El Carmen
3618|175|El Carmen
3619|497|El Carnero
3620|488|El Carnero
3621|259|El Carrasco
3622|98|El Carrion
3623|468|El Carrizal
3624|109|El Carrizal
3625|300|El Carrizal
3626|557|El Castillito
3627|88|El Castillito
3628|497|El Castillo
3629|550|El Castillo
3630|545|El Castillo
3631|132|El Castillo
3632|50|El Castillo
3633|558|El Castillo
3634|63|El Castillo
3635|353|El Castillo
3636|88|El Castillo
3637|48|El Castillo
3638|312|El Castillo
3639|532|El Castillo
3640|115|El Castillo o Quebrada Guarapo
3641|32|El Castillo o Santa Lucia
3642|44|El Catalino
3643|157|El Catecito
3644|48|El Catival
3645|87|El Cauchal o Los Cauchales
3646|356|El Cauchal o Los Cauchales
3647|92|El Cebadero
3648|374|El Cebollo
3649|157|El Cedral
3650|96|El Cedral
3651|72|El Cedral
3652|66|El Cedro
3653|286|El Cedro
3654|178|El Cedro
3655|279|El Cedro
3656|223|El Cedro
3657|238|El Cedro
3658|348|El Cedro
3659|184|El Cedro
3660|209|El Cedro
3661|359|El Cedro
3662|282|El Cedro
3663|169|El Cedro
3664|280|El Cedro
3665|203|El Cedro
3666|256|El Cedro
3667|42|El Cedro de Agua Buena
3668|45|El Cedro de Agua Buena
3669|85|El Cedro No.1
3670|85|El Cedro No.2
3671|47|El Cedro o El Ceibo
3672|192|El Ceibal
3673|212|El Ceibo
3674|559|El Ceibo
3675|203|El Ceibo
3676|282|El Celoso
3677|330|El Cenizo
3678|330|El Cenizo N°1
3679|288|El Centeno
3680|286|El Centro o El Centro de Los Almacigos
3681|385|El Cercado
3682|278|El Cercado de Lovaina
3683|88|El Cerezo
3684|85|El Cerillo o Quebrada El Cerillo
3685|174|El Cermeñito
3686|32|El Cerrillo
3687|342|El Cerro
3688|122|El Cerro
3689|122|El Cerro No.1 o El Cerro de La Doncella
3690|218|El Cerro o El Cerro Capellan
3691|305|El Cerro o Loma Redonda
3692|42|El Cerro o Los Cerritos
3693|322|El Cerrud
3694|334|El Chanchito
3695|482|El Chaparral
3696|239|El Charco
3697|464|El Charcon
3698|560|El Charcon
3699|79|El Charro
3700|292|El Chato
3701|200|El Chendo
3702|209|El Chepano
3703|87|El Chileno
3704|515|El Chileno
3705|231|El Chinchorro
3706|226|El Chiquero
3707|179|El Chirote
3708|81|El Chiru
3709|440|El Chiru
3710|61|El Chisna
3711|198|El Chizna
3712|561|El Choclo o Barriada 8 de Noviembre
3713|230|El Chorrillo
3714|208|El Chorrillo
3715|562|El Chorrillo
3716|224|El Chorrillo
3717|171|El Chorro
3718|61|El Chorro
3719|187|El Chorro
3720|84|El Chorro
3721|260|El Chorro
3722|40|El Chorro
3723|85|El Chorro de Caño del Rey
3724|248|El Chorro de Cerro Muleto o Cañaza
3725|85|El Chorro No. 2
3726|85|El Chorro No.1
3727|61|El Chumical
3728|72|El Chumical
3729|68|El Chumico
3730|180|El Chumico
3731|197|El Chumico
3732|523|El Chumico
3733|224|El Chumico
3734|85|El Chumico
3735|343|El Chumico
3736|229|El Chumico o Alto Guarumo
3737|15|El Chumico o El Comejen
3738|390|El Chumicoso
3739|207|El Chupimpe
3740|406|El Chutre
3741|211|El Cicuaro
3742|36|El Cigual
3743|42|El Cigüa
3744|45|El Cigüa
3745|540|El Ciprian
3746|151|El Ciri
3747|76|El Ciri
3748|183|El Ciruelito
3749|194|El Ciruelito
3750|81|El Ciruelito
3751|318|El Ciruelito
3752|141|El Ciruelito
3753|452|El Ciruelito
3754|209|El Ciruelito
3755|181|El Ciruelito
3756|557|El Ciruelito
3757|76|El Ciruelito
3758|187|El Ciruelito
3759|343|El Ciruelito
3760|48|El Ciruelito
3761|563|El Ciruelito
3762|546|El Ciruelito de Nuestro Amo
3763|231|El Ciruelo
3764|545|El Ciruelo
3765|428|El Ciruelo
3766|444|El Ciruelo
3767|38|El Ciruelo
3768|72|El Ciruelo
3769|238|El Ciruelo o Ciruelito
3770|204|El Ciruelo o Loma La Palma
3771|173|El Cobre
3772|72|El Cobre
3773|88|El Cobrizo
3774|108|El Coca
3775|370|El Cocal
3776|107|El Cocal
3777|151|El Cocla
3778|407|El Coco
3779|564|El Coco
3780|94|El Coco
3781|273|El Coco
3782|186|El Coco
3783|547|El Coco
3784|509|El Coco
3785|77|El Coco
3786|13|El Coco
3787|77|El Coco Arriba
3788|565|El Coco o Pueblo Nuevo
3789|87|El Cocorito
3790|481|El Cocuyo
3791|132|El Cocuyo
3792|95|El Cocuyo
3793|57|El Cocuyo
3794|381|El Cocuyo
3795|484|El Codicioso
3796|175|El Cogollal
3797|197|El Cogollal
3798|459|El Cogollo
3799|208|El Collao
3800|566|El Comanda
3801|342|El Comejen
3802|318|El Comejen o San António
3803|516|El Comun
3804|352|El Comun
3805|190|El Comun
3806|99|El Comun
3807|350|El Comun
3808|150|El Común
3809|192|El Comuncito
3810|150|El Comuncito
3811|330|El Conejito
